Column1,Column2,Column3
"POLYGON ((135.73178 35.010761, 135.730212 35.010645, 135.728694 35.010302, 135.727275 35.009742, 135.726001 35.008984, 135.724913 35.008052, 135.724045 35.006975, 135.723426 35.005789, 135.723076 35.004531, 135.723006 35.003243, 135.723217 35.001965, 135.723704 35.000738, 135.72445 34.999602, 135.725432 34.998594, 135.726618 34.997745, 135.727969 34.997084, 135.729444 34.996631, 135.730993 34.9964, 135.732567 34.9964, 135.734116 34.996631, 135.735591 34.997084, 135.736942 34.997745, 135.738128 34.998594, 135.73911 34.999602, 135.739856 35.000738, 135.740343 35.001965, 135.740554 35.003243, 135.740484 35.004531, 135.740134 35.005789, 135.739515 35.006975, 135.738647 35.008052, 135.737559 35.008984, 135.736285 35.009742, 135.734866 35.010302, 135.733348 35.010645, 135.73178 35.010761))",êºâ@ 800m radius,
POINT (135.72925 34.999554 0.0),ésóßêºâ@íÜäwçZ,502.1 m from êºâ@
POINT (135.733943 35.008086 0.0),éÑóßóºómíÜäwçZ(ãxçZíÜ),539.8 m from êºâ@
POINT (135.733908 35.008144 0.0),éÑóßãûìsóºómçÇìôäwçZ,544.7 m from êºâ@
POINT (135.737094 35.006775 0.0),ésóßéÈêùíÜäwçZ,601.3 m from êºâ@
POINT (135.724845 35.002414 0.0),ésóßélèíÜäwçZ,644.6 m from êºâ@
POINT (135.748589 35.003645 0.0),ëÂã{,
"POLYGON ((135.748589 35.01084, 135.747021 35.010724, 135.745503 35.010381, 135.744084 35.009821, 135.74281 35.009063, 135.741722 35.008131, 135.740854 35.007054, 135.740235 35.005868, 135.739885 35.00461, 135.739815 35.003322, 135.740026 35.002044, 135.740513 35.000817, 135.741259 34.999681, 135.742241 34.998673, 135.743427 34.997824, 135.744778 34.997163, 135.746253 34.99671, 135.747802 34.996479, 135.749376 34.996479, 135.750925 34.99671, 135.7524 34.997163, 135.753751 34.997824, 135.754937 34.998673, 135.755919 34.999681, 135.756665 35.000817, 135.757152 35.002044, 135.757363 35.003322, 135.757293 35.00461, 135.756943 35.005868, 135.756324 35.007054, 135.755456 35.008131, 135.754368 35.009063, 135.753094 35.009821, 135.751675 35.010381, 135.750157 35.010724, 135.748589 35.01084))",ëÂã{ 800m radius,
POINT (135.748162 35.001918 0.0),ãåésóßàËï∂íÜäwçZ,195.9 m from ëÂã{
POINT (135.752631 35.005556 0.0),ãûìsésóßñxêÏçÇìôäwçZ,425.0 m from ëÂã{
POINT (135.753234 35.005556 0.0),ãûìsésóßñxêÏçÇìôäwçZ,473.4 m from ëÂã{
POINT (135.74759 34.999425 0.0),ésóßèºå¥íÜäwçZ,478.0 m from ëÂã{
POINT (135.74458 34.998188 0.0),ãûìséYã∆ëÂäw ïçëÆíÜäwçZÅEçÇìôäwçZ,708.2 m from ëÂã{
POINT (135.760417 35.003682 0.0),âGä€,
"POLYGON ((135.760417 35.010877, 135.758849 35.010761, 135.75733 35.010418, 135.755912 35.009858, 135.754638 35.0091, 135.75355 35.008168, 135.752682 35.007091, 135.752063 35.005905, 135.751713 35.004647, 135.751643 35.003359, 135.751854 35.002081, 135.752341 35.000854, 135.753087 34.999718, 135.754069 34.99871, 135.755255 34.997861, 135.756606 34.9972, 135.758081 34.996747, 135.75963 34.996516, 135.761204 34.996516, 135.762753 34.996747, 135.764228 34.9972, 135.765579 34.997861, 135.766765 34.99871, 135.767747 34.999718, 135.768493 35.000854, 135.76898 35.002081, 135.769191 35.003359, 135.769121 35.004647, 135.768771 35.005905, 135.768152 35.007091, 135.767284 35.008168, 135.766196 35.0091, 135.764922 35.009858, 135.763504 35.010418, 135.761985 35.010761, 135.760417 35.010877))",âGä€ 800m radius,
POINT (135.757747 34.999865 0.0),ãåésóßê¨ìøíÜäwçZ,489.2 m from âGä€
POINT (135.766555 35.002732 0.0),îÚíπñ¢óàÇ´Ç⁄Ç§çÇìôäwçZÅ@ãûìsÉLÉÉÉìÉpÉX,569.0 m from âGä€
POINT (135.761612 35.009529 0.0),ãûìsésóßóåïóíÜäwçZ,659.2 m from âGä€
POINT (135.753234 35.005556 0.0),ãûìsésóßñxêÏçÇìôäwçZ,686.6 m from âGä€
POINT (135.752631 35.005556 0.0),ãûìsésóßñxêÏçÇìôäwçZ,739.1 m from âGä€
POINT (135.76876 35.003712 0.0),ãûìsâÕå¥í¨,
"POLYGON ((135.76876 35.010907, 135.767192 35.010791, 135.765673 35.010448, 135.764255 35.009888, 135.762981 35.00913, 135.761893 35.008198, 135.761025 35.007121, 135.760406 35.005935, 135.760056 35.004677, 135.759986 35.003389, 135.760197 35.002111, 135.760684 35.000884, 135.76143 34.999748, 135.762412 34.99874, 135.763598 34.997891, 135.764949 34.99723, 135.766424 34.996777, 135.767973 34.996546, 135.769547 34.996546, 135.771096 34.996777, 135.772571 34.99723, 135.773922 34.997891, 135.775108 34.99874, 135.77609 34.999748, 135.776836 35.000884, 135.777323 35.002111, 135.777534 35.003389, 135.777464 35.004677, 135.777114 35.005935, 135.776495 35.007121, 135.775627 35.008198, 135.774539 35.00913, 135.773265 35.009888, 135.771847 35.010448, 135.770328 35.010791, 135.76876 35.010907))",ãûìsâÕå¥í¨ 800m radius,
POINT (135.766555 35.002732 0.0),îÚíπñ¢óàÇ´Ç⁄Ç§çÇìôäwçZÅ@ãûìsÉLÉÉÉìÉpÉX,228.5 m from ãûìsâÕå¥í¨
POINT (135.695931 34.990296 0.0),è„åj,
"POLYGON ((135.695931 34.997491, 135.694363 34.997375, 135.692845 34.997032, 135.691426 34.996472, 135.690153 34.995714, 135.689065 34.994782, 135.688197 34.993705, 135.687579 34.992519, 135.687228 34.991261, 135.687158 34.989973, 135.687369 34.988695, 135.687856 34.987468, 135.688602 34.986332, 135.689584 34.985324, 135.690769 34.984475, 135.692121 34.983814, 135.693595 34.983361, 135.695144 34.98313, 135.696718 34.98313, 135.698267 34.983361, 135.699741 34.983814, 135.701093 34.984475, 135.702278 34.985324, 135.70326 34.986332, 135.704006 34.987468, 135.704493 34.988695, 135.704704 34.989973, 135.704634 34.991261, 135.704283 34.992519, 135.703665 34.993705, 135.702797 34.994782, 135.701709 34.995714, 135.700436 34.996472, 135.699017 34.997032, 135.697499 34.997375, 135.695931 34.997491))",è„åj 800m radius,
POINT (135.693958 34.988159 0.0),ésóßåjíÜäwçZ,297.9 m from è„åj
POINT (135.688243 35.000319 0.0),èºîˆëÂé–,
"POLYGON ((135.688243 35.007514, 135.686675 35.007398, 135.685157 35.007055, 135.683738 35.006495, 135.682464 35.005737, 135.681376 35.004805, 135.680508 35.003728, 135.67989 35.002542, 135.679539 35.001284, 135.679469 34.999996, 135.67968 34.998718, 135.680167 34.997491, 135.680913 34.996355, 135.681895 34.995347, 135.683081 34.994498, 135.684433 34.993837, 135.685907 34.993384, 135.687456 34.993153, 135.68903 34.993153, 135.690579 34.993384, 135.692053 34.993837, 135.693405 34.994498, 135.694591 34.995347, 135.695573 34.996355, 135.696319 34.997491, 135.696806 34.998718, 135.697017 34.999996, 135.696947 35.001284, 135.696596 35.002542, 135.695978 35.003728, 135.69511 35.004805, 135.694022 35.005737, 135.692748 35.006495, 135.691329 35.007055, 135.689811 35.007398, 135.688243 35.007514))",èºîˆëÂé– 800m radius,
POINT (135.69085 34.99711 0.0),ésóßèºîˆíÜäwçZ,428.6 m from èºîˆëÂé–
POINT (135.677996 35.015287 0.0),óíéR,
"POLYGON ((135.677996 35.022482, 135.676427 35.022366, 135.674909 35.022023, 135.67349 35.021463, 135.672216 35.020705, 135.671128 35.019773, 135.67026 35.018696, 135.669641 35.01751, 135.669291 35.016252, 135.66922 35.014964, 135.669432 35.013686, 135.669919 35.012459, 135.670665 35.011323, 135.671647 35.010315, 135.672833 35.009466, 135.674185 35.008805, 135.675659 35.008352, 135.677209 35.008121, 135.678783 35.008121, 135.680333 35.008352, 135.681807 35.008805, 135.683159 35.009466, 135.684345 35.010315, 135.685327 35.011323, 135.686073 35.012459, 135.68656 35.013686, 135.686772 35.014964, 135.686701 35.016252, 135.686351 35.01751, 135.685732 35.018696, 135.684864 35.019773, 135.683776 35.020705, 135.682502 35.021463, 135.681083 35.022023, 135.679565 35.022366, 135.677996 35.022482))",óíéR 800m radius,
POINT (135.604896 34.678607 0.0),çrñ{,
"POLYGON ((135.604896 34.685802, 135.603334 34.685686, 135.601822 34.685343, 135.600408 34.684783, 135.599139 34.684025, 135.598056 34.683093, 135.597192 34.682016, 135.596575 34.68083, 135.596226 34.679572, 135.596156 34.678284, 135.596367 34.677006, 135.596852 34.675779, 135.597595 34.674643, 135.598573 34.673635, 135.599754 34.672786, 135.6011 34.672125, 135.602569 34.671672, 135.604112 34.671441, 135.60568 34.671441, 135.607223 34.671672, 135.608692 34.672125, 135.610038 34.672786, 135.611219 34.673635, 135.612197 34.674643, 135.61294 34.675779, 135.613425 34.677006, 135.613636 34.678284, 135.613566 34.679572, 135.613217 34.68083, 135.6126 34.682016, 135.611736 34.683093, 135.610653 34.684025, 135.609384 34.684783, 135.60797 34.685343, 135.606458 34.685686, 135.604896 34.685802))",çrñ{ 800m radius,
POINT (135.600963 34.672494 0.0),ëÂç„ï{óßïzé{ñkçÇìôäwçZ,769.1 m from çrñ{
POINT (135.623006 34.680268 0.0),ãgìc,
"POLYGON ((135.623006 34.687463, 135.621444 34.687347, 135.619932 34.687004, 135.618518 34.686444, 135.617249 34.685686, 135.616165 34.684754, 135.615301 34.683677, 135.614685 34.682491, 135.614336 34.681233, 135.614266 34.679945, 135.614477 34.678667, 135.614961 34.67744, 135.615705 34.676304, 135.616683 34.675296, 135.617864 34.674447, 135.61921 34.673786, 135.620679 34.673333, 135.622222 34.673102, 135.62379 34.673102, 135.625333 34.673333, 135.626802 34.673786, 135.628148 34.674447, 135.629329 34.675296, 135.630307 34.676304, 135.631051 34.67744, 135.631535 34.678667, 135.631746 34.679945, 135.631676 34.681233, 135.631327 34.682491, 135.630711 34.683677, 135.629847 34.684754, 135.628763 34.685686, 135.627494 34.686444, 135.62608 34.687004, 135.624568 34.687347, 135.623006 34.687463))",ãgìc 800m radius,
POINT (135.64088 34.680183 0.0),êVêŒêÿ,
"POLYGON ((135.64088 34.687378, 135.639318 34.687262, 135.637806 34.686919, 135.636392 34.686359, 135.635123 34.685601, 135.634039 34.684669, 135.633175 34.683592, 135.632559 34.682406, 135.63221 34.681148, 135.63214 34.67986, 135.632351 34.678582, 135.632835 34.677355, 135.633579 34.676219, 135.634557 34.675211, 135.635738 34.674362, 135.637084 34.673701, 135.638553 34.673248, 135.640096 34.673017, 135.641664 34.673017, 135.643207 34.673248, 135.644676 34.673701, 135.646022 34.674362, 135.647203 34.675211, 135.648181 34.676219, 135.648925 34.677355, 135.649409 34.678582, 135.64962 34.67986, 135.64955 34.681148, 135.649201 34.682406, 135.648585 34.683592, 135.647721 34.684669, 135.646637 34.685601, 135.645368 34.686359, 135.643954 34.686919, 135.642442 34.687262, 135.64088 34.687378))",êVêŒêÿ 800m radius,
POINT (135.697921 34.693236 0.0),ê∂ãÓ,
"POLYGON ((135.697921 34.700431, 135.696358 34.700315, 135.694846 34.699972, 135.693433 34.699412, 135.692163 34.698654, 135.691079 34.697722, 135.690215 34.696645, 135.689599 34.695459, 135.68925 34.694201, 135.68918 34.692913, 135.68939 34.691635, 135.689875 34.690408, 135.690619 34.689272, 135.691597 34.688264, 135.692778 34.687415, 135.694125 34.686754, 135.695593 34.686301, 135.697137 34.68607, 135.698705 34.68607, 135.700249 34.686301, 135.701717 34.686754, 135.703064 34.687415, 135.704245 34.688264, 135.705223 34.689272, 135.705967 34.690408, 135.706452 34.691635, 135.706662 34.692913, 135.706592 34.694201, 135.706243 34.695459, 135.705627 34.696645, 135.704763 34.697722, 135.703679 34.698654, 135.702409 34.699412, 135.700996 34.699972, 135.699484 34.700315, 135.697921 34.700431))",ê∂ãÓ 800m radius,
POINT (135.694153 34.698973 0.0),ésóßê∂ãÓíÜäwçZ,725.0 m from ê∂ãÓ
POINT (135.716554 34.720896 0.0),îííÎë‰,
"POLYGON ((135.716554 34.728091, 135.714991 34.727975, 135.713478 34.727632, 135.712064 34.727072, 135.710795 34.726314, 135.70971 34.725382, 135.708846 34.724305, 135.708229 34.723119, 135.70788 34.721861, 135.70781 34.720573, 135.70802 34.719295, 135.708505 34.718068, 135.709249 34.716932, 135.710228 34.715924, 135.711409 34.715075, 135.712756 34.714414, 135.714226 34.713961, 135.715769 34.71373, 135.717339 34.71373, 135.718882 34.713961, 135.720352 34.714414, 135.721699 34.715075, 135.72288 34.715924, 135.723859 34.716932, 135.724603 34.718068, 135.725088 34.719295, 135.725298 34.720573, 135.725228 34.721861, 135.724879 34.723119, 135.724262 34.724305, 135.723398 34.725382, 135.722313 34.726314, 135.721044 34.727072, 135.71963 34.727632, 135.718117 34.727975, 135.716554 34.728091))",îííÎë‰ 800m radius,
POINT (135.717023 34.725333 0.0),ésóßè„íÜäwçZ,495.3 m from îííÎë‰
POINT (135.723204 34.724848 0.0),äwå§ñkê∂ãÓ,
"POLYGON ((135.723204 34.732043, 135.721641 34.731927, 135.720128 34.731584, 135.718714 34.731024, 135.717444 34.730266, 135.71636 34.729334, 135.715495 34.728257, 135.714879 34.727071, 135.71453 34.725813, 135.714459 34.724525, 135.71467 34.723247, 135.715155 34.72202, 135.715899 34.720884, 135.716877 34.719876, 135.718059 34.719027, 135.719406 34.718366, 135.720875 34.717913, 135.722419 34.717682, 135.723989 34.717682, 135.725533 34.717913, 135.727002 34.718366, 135.728349 34.719027, 135.729531 34.719876, 135.730509 34.720884, 135.731253 34.72202, 135.731738 34.723247, 135.731949 34.724525, 135.731878 34.725813, 135.731529 34.727071, 135.730913 34.728257, 135.730048 34.729334, 135.728964 34.730266, 135.727694 34.731024, 135.72628 34.731584, 135.724767 34.731927, 135.723204 34.732043))",äwå§ñkê∂ãÓ 800m radius,
POINT (135.717023 34.725333 0.0),ésóßè„íÜäwçZ,567.5 m from äwå§ñkê∂ãÓ
POINT (135.752194 34.726559 0.0),äwå§ìﬁó«ìoî¸Éñãu,
"POLYGON ((135.752194 34.733754, 135.750631 34.733638, 135.749118 34.733295, 135.747704 34.732735, 135.746434 34.731977, 135.74535 34.731045, 135.744485 34.729968, 135.743868 34.728782, 135.743519 34.727524, 135.743449 34.726236, 135.74366 34.724958, 135.744145 34.723731, 135.744889 34.722595, 135.745867 34.721587, 135.747049 34.720738, 135.748396 34.720077, 135.749865 34.719624, 135.751409 34.719393, 135.752979 34.719393, 135.754523 34.719624, 135.755992 34.720077, 135.757339 34.720738, 135.758521 34.721587, 135.759499 34.722595, 135.760243 34.723731, 135.760728 34.724958, 135.760939 34.726236, 135.760869 34.727524, 135.76052 34.728782, 135.759903 34.729968, 135.759038 34.731045, 135.757954 34.731977, 135.756684 34.732735, 135.75527 34.733295, 135.753757 34.733638, 135.752194 34.733754))",äwå§ìﬁó«ìoî¸Éñãu 800m radius,
POINT (135.752776 34.723576 0.0),ésóßìoî¸ÉPãuñkíÜäwçZ,336.0 m from äwå§ìﬁó«ìoî¸Éñãu
POINT (135.748053 34.721196 0.0),ìﬁó«äwâÄìoî¸ÉñãuíÜäwçZ,706.3 m from äwå§ìﬁó«ìoî¸Éñãu
POINT (135.747457 34.721024 0.0),ìﬁó«äwâÄìoî¸ÉñãuçÇìôäwçZ,752.5 m from äwå§ìﬁó«ìoî¸Éñãu
